customer,state,response,coverage,education,employment_status,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
AZ68072,Oregon,No,Basic,Bachelor or College,Other status,Rural,Married,Personal,Offer1,Agent,Normal Car,Medsize
MZ43298,California,No,Extended,Bachelor or College,Employed,Urban,Single,Corporate,Offer1,Web,Medium-Class Car,Medsize
KS12490,Oregon,No,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer4,Call Center,Medium-Class Car,Small
TL18087,Washington,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Web,Normal Car,Medsize
ZT18953,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer1,Branch,Medium-Class Car,Medsize
EF13716,Oregon,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Agent,Normal Car,Large
RN87402,California,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer1,Branch,Normal Car,Small
RJ40995,Arizona,Yes,Basic,Doctor or Master,Employed,Rural,Divorced,Personal,Offer1,Agent,Normal Car,Large
GB47529,Oregon,No,Extended,High School or Below,Employed,Suburban,Divorced,Corporate,Offer1,Web,Medium-Class Car,Medsize
MB63131,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer1,Call Center,Normal Car,Medsize
KN57002,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer1,Agent,Medium-Class Car,Small
DR68556,Oregon,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer2,Branch,Normal Car,Medsize
CS70768,California,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
XY33610,Washington,No,Basic,Bachelor or College,Employed,Urban,Divorced,Personal,Offer2,Agent,Normal Car,Medsize
LO17953,Oregon,No,Basic,Doctor or Master,Employed,Rural,Married,Personal,Offer2,Branch,Normal Car,Large
LZ35469,California,Yes,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Medsize
BM27144,California,No,Basic,Bachelor or College,Employed,Rural,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
EA14700,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Call Center,Normal Car,Small
FQ70521,California,No,Premium,High School or Below,Employed,Rural,Married,Personal,Offer2,Agent,Normal Car,Large
OA99158,California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer2,Agent,Normal Car,Medsize
YS84064,Arizona,No,Premium,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer2,Agent,Medium-Class Car,Medsize
YD45065,Oregon,Yes,Basic,Bachelor or College,Unemployed,Suburban,Divorced,Personal,Offer1,Agent,Medium-Class Car,Medsize
OC88207,California,No,Basic,Doctor or Master,Employed,Rural,Married,Special,Offer2,Branch,Normal Car,Medsize
IL47644,Oregon,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer2,Call Center,Medium-Class Car,Medsize
CW27031,Washington,No,Extended,High School or Below,Unemployed,Suburban,Single,Corporate,Offer1,Agent,Medium-Class Car,Medsize
XX44146,California,No,Extended,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Small
LH26131,Nevada,No,Premium,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Large
HU94030,Arizona,No,Extended,High School or Below,Employed,Rural,Single,Corporate,Offer1,Branch,Medium-Class Car,Large
GP39118,Washington,No,Basic,High School or Below,Employed,Rural,Married,Personal,Offer2,Call Center,Normal Car,Medsize
QL80658,Arizona,No,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer4,Branch,Normal Car,Small
LU63980,Nevada,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer1,Web,Normal Car,Large
HQ41200,Oregon,No,Premium,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
DZ81394,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Agent,Medium-Class Car,Medsize
IN41344,Washington,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer4,Branch,Normal Car,Medsize
QJ22615,Arizona,No,Basic,Doctor or Master,Employed,Suburban,Married,Special,Offer2,Call Center,Normal Car,Medsize
FJ24418,Arizona,No,Extended,Doctor or Master,Unemployed,Suburban,Married,Personal,Offer4,Agent,Normal Car,Medsize
JR45097,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Agent,Luxury Car,Medsize
DT82702,Arizona,Yes,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
ME87834,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Web,Medium-Class Car,Medsize
DB91647,California,No,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer4,Web,Normal Car,Small
UM44109,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Call Center,Normal Car,Medsize
RT22532,Arizona,Yes,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Branch,Medium-Class Car,Large
DU60004,Nevada,No,Extended,Bachelor or College,Employed,Rural,Married,Corporate,Offer2,Web,Normal Car,Medsize
XR17548,Oregon,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer2,Branch,Normal Car,Medsize
VR14881,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Agent,Medium-Class Car,Medsize
FS81127,California,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer2,Web,Normal Car,Medsize
VD19899,California,No,Premium,Doctor or Master,Employed,Urban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
SP93911,California,No,Premium,High School or Below,Employed,Urban,Divorced,Corporate,Offer1,Agent,Normal Car,Medsize
GH49378,California,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Web,Normal Car,Medsize
MZ30958,Nevada,No,Extended,High School or Below,Other status,Suburban,Married,Corporate,Offer1,Agent,Normal Car,Medsize
FU55433,Arizona,No,Basic,High School or Below,Employed,Suburban,Married,Corporate,Offer2,Branch,Normal Car,Medsize
SZ14518,California,No,Basic,Bachelor or College,Unemployed,Suburban,Divorced,Personal,Offer3,Call Center,Normal Car,Medsize
XI58886,California,No,Basic,High School or Below,Employed,Rural,Married,Personal,Offer2,Branch,Normal Car,Medsize
NL17031,Washington,No,Extended,High School or Below,Unemployed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
OB32861,Nevada,No,Extended,High School or Below,Unemployed,Suburban,Married,Special,Offer4,Web,Normal Car,Medsize
AZ84403,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer3,Branch,Luxury Car,Medsize
PU34934,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Branch,Normal Car,Medsize
WX87964,Washington,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
VI12468,Oregon,No,Extended,Bachelor or College,Unemployed,Urban,Married,Personal,Offer2,Branch,Medium-Class Car,Medsize
RC44077,California,Yes,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
ZQ48144,California,No,Extended,Bachelor or College,Employed,Rural,Married,Corporate,Offer4,Web,Normal Car,Medsize
MA83261,Arizona,No,Basic,High School or Below,Employed,Rural,Divorced,Corporate,Offer2,Call Center,Normal Car,Medsize
ER63193,California,No,Extended,High School or Below,Employed,Urban,Married,Corporate,Offer1,Branch,Normal Car,Medsize
XZ34917,Washington,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Call Center,Normal Car,Small
WH36754,Oregon,No,Basic,Bachelor or College,Employed,Urban,Divorced,Personal,Offer1,Branch,Normal Car,Small
ZG90341,Oregon,No,Premium,Bachelor or College,Employed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
KR82385,California,No,Basic,Doctor or Master,Employed,Suburban,Single,Personal,Offer4,Call Center,Normal Car,Medsize
MC48570,Arizona,No,Basic,Doctor or Master,Other status,Urban,Married,Personal,Offer2,Web,Normal Car,Medsize
MP13698,Oregon,No,Premium,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
JE84351,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Small
BU72276,California,Yes,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Call Center,Normal Car,Small
DC78147,Arizona,Yes,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Agent,Medium-Class Car,Medsize
DB17162,Arizona,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer3,Branch,Normal Car,Small
TG97744,Oregon,Yes,Extended,Bachelor or College,Employed,Suburban,Divorced,Corporate,Offer1,Agent,Normal Car,Medsize
QT26393,California,No,Basic,Bachelor or College,Other status,Urban,Divorced,Personal,Offer4,Agent,Normal Car,Medsize
UG49716,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Branch,Medium-Class Car,Large
HF11584,Arizona,No,Basic,Doctor or Master,Employed,Suburban,Married,Personal,Offer1,Branch,Medium-Class Car,Medsize
MS87381,California,No,Extended,High School or Below,Unemployed,Suburban,Married,Personal,Offer3,Branch,Normal Car,Medsize
YU79270,Arizona,No,Basic,Bachelor or College,Other status,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
HU81007,Oregon,No,Basic,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer1,Agent,Medium-Class Car,Medsize
XH53960,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer3,Agent,Normal Car,Small
MM62953,Arizona,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer3,Agent,Normal Car,Medsize
DA74095,Arizona,No,Premium,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Call Center,Medium-Class Car,Medsize
QD46343,Arizona,Yes,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer3,Agent,Normal Car,Small
FR17176,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
WY26014,California,No,Extended,High School or Below,Employed,Urban,Married,Personal,Offer1,Agent,Normal Car,Medsize
RY32848,Oregon,No,Extended,Doctor or Master,Employed,Rural,Married,Personal,Offer2,Call Center,Medium-Class Car,Medsize
JG83987,Arizona,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer3,Web,Normal Car,Large
MQ48266,Arizona,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Agent,Normal Car,Medsize
EA68909,California,No,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
KP51068,Oregon,No,Basic,Bachelor or College,Employed,Urban,Single,Personal,Offer1,Branch,Normal Car,Medsize
CM78608,California,No,Basic,High School or Below,Employed,Rural,Divorced,Personal,Offer2,Call Center,Normal Car,Medsize
TZ11597,California,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Branch,Normal Car,Medsize
GS76685,California,Yes,Basic,High School or Below,Other status,Suburban,Divorced,Corporate,Offer1,Branch,Medium-Class Car,Medsize
BR40272,California,No,Premium,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Branch,Normal Car,Medsize
FX36546,Washington,No,Extended,Doctor or Master,Employed,Rural,Married,Personal,Offer2,Agent,Normal Car,Medsize
FY31714,Oregon,No,Extended,Bachelor or College,Employed,Urban,Single,Personal,Offer2,Call Center,Normal Car,Large
GL99349,California,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer4,Web,Normal Car,Small
HH49391,Oregon,No,Extended,High School or Below,Other status,Suburban,Divorced,Special,Offer3,Web,Medium-Class Car,Medsize
WG26617,Oregon,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Web,Normal Car,Medsize
JL97265,Oregon,No,Basic,Doctor or Master,Unemployed,Suburban,Married,Personal,Offer2,Web,Normal Car,Medsize
QQ25666,Arizona,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer2,Branch,Luxury Car,Medsize
VE72838,Arizona,Yes,Premium,High School or Below,Employed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
ZN27809,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Web,Medium-Class Car,Medsize
IZ71030,California,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer3,Branch,Normal Car,Medsize
LU79958,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Web,Normal Car,Large
KT30737,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer2,Agent,Medium-Class Car,Medsize
IU32539,California,No,Extended,Bachelor or College,Employed,Suburban,Single,Personal,Offer4,Branch,Normal Car,Medsize
UI73924,Oregon,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer3,Agent,Normal Car,Medsize
RZ89359,California,No,Basic,Bachelor or College,Employed,Rural,Divorced,Personal,Offer4,Web,Normal Car,Medsize
CE21829,Oregon,No,Extended,Bachelor or College,Employed,Rural,Divorced,Personal,Offer1,Call Center,Medium-Class Car,Small
BU17847,Arizona,Yes,Basic,Doctor or Master,Employed,Rural,Single,Personal,Offer1,Agent,Medium-Class Car,Medsize
XA63646,California,No,Premium,Doctor or Master,Employed,Urban,Married,Personal,Offer2,Branch,Normal Car,Medsize
EA40332,Oregon,No,Premium,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer2,Agent,Medium-Class Car,Medsize
KB75939,Oregon,No,Extended,Bachelor or College,Other status,Rural,Divorced,Corporate,Offer3,Branch,Medium-Class Car,Medsize
PR98117,Oregon,No,Basic,Bachelor or College,Employed,Rural,Single,Personal,Offer2,Branch,Normal Car,Medsize
ZE62067,Arizona,Yes,Basic,Doctor or Master,Other status,Suburban,Divorced,Corporate,Offer1,Call Center,Normal Car,Small
AU45793,Arizona,Yes,Extended,Doctor or Master,Employed,Rural,Divorced,Corporate,Offer2,Branch,Normal Car,Medsize
RE29131,Oregon,Yes,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Branch,Medium-Class Car,Large
FZ19620,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Single,Corporate,Offer1,Agent,Normal Car,Medsize
HM93220,Arizona,No,Extended,High School or Below,Other status,Suburban,Married,Personal,Offer1,Agent,Medium-Class Car,Medsize
BO94261,Arizona,No,Basic,Doctor or Master,Unemployed,Rural,Married,Personal,Offer2,Call Center,Normal Car,Medsize
TC18805,Washington,No,Extended,Bachelor or College,Other status,Urban,Married,Personal,Offer1,Agent,Medium-Class Car,Medsize
UQ24268,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Married,Personal,Offer4,Agent,Normal Car,Medsize
NF25863,Nevada,No,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer1,Call Center,Normal Car,Medsize
FD98839,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Call Center,Normal Car,Large
FN99437,California,No,Basic,Bachelor or College,Employed,Urban,Divorced,Corporate,Offer2,Agent,Medium-Class Car,Medsize
DZ35379,Arizona,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer2,Branch,Normal Car,Medsize
IA67715,California,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer4,Branch,Luxury Car,Medsize
JG61793,Washington,No,Extended,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Small
CR41258,Nevada,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer3,Branch,Normal Car,Medsize
BE75190,California,No,Extended,Bachelor or College,Employed,Suburban,Single,Corporate,Offer2,Web,Normal Car,Medsize
EW16697,Arizona,No,Basic,High School or Below,Employed,Rural,Married,Personal,Offer4,Agent,Normal Car,Medsize
HI60054,California,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Agent,Normal Car,Medsize
MU57098,Oregon,Yes,Extended,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Small
WB21698,California,No,Extended,High School or Below,Employed,Urban,Married,Personal,Offer2,Branch,Normal Car,Medsize
MU75490,Oregon,No,Basic,Bachelor or College,Employed,Urban,Married,Corporate,Offer1,Agent,Medium-Class Car,Medsize
UA44429,California,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer2,Branch,Normal Car,Medsize
PP64004,Nevada,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Agent,Medium-Class Car,Small
FI77477,Washington,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer4,Agent,Medium-Class Car,Small
NT40494,California,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer1,Agent,Normal Car,Medsize
YM98727,California,No,Premium,High School or Below,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Small
NT77164,Arizona,No,Basic,Doctor or Master,Other status,Rural,Married,Personal,Offer1,Agent,Normal Car,Medsize
IL91509,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Special,Offer1,Call Center,Luxury Car,Medsize
PS47550,California,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer1,Branch,Medium-Class Car,Medsize
PK66498,California,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer1,Call Center,Normal Car,Medsize
NG93751,California,No,Extended,Bachelor or College,Employed,Urban,Married,Corporate,Offer2,Branch,Normal Car,Medsize
KL84615,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Married,Personal,Offer3,Call Center,Normal Car,Large
AP27994,Oregon,No,Basic,High School or Below,Other status,Suburban,Married,Special,Offer3,Agent,Medium-Class Car,Medsize
TP20456,Arizona,No,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer3,Agent,Luxury Car,Medsize
OB21477,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Branch,Normal Car,Medsize
LH80781,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
UU70820,Arizona,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Call Center,Normal Car,Large
ER66372,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
XD81935,Oregon,Yes,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Medsize
AT30076,Nevada,No,Extended,High School or Below,Employed,Suburban,Single,Personal,Offer3,Agent,Normal Car,Small
